row_id,customer_id,movement_date,movement_type,mrr_movement_usd
1505,cus_4624447e-ecb0-11e8-b741-2f33b4e3f916,2018-12-19,new_biz,62.838884956090844
1860,31,2019-06-25,new_biz,334.152
1501,cus_0cb44cee-a6e6-11e8-9b02-13c6614cf2b5,2018-12-18,new_biz,108.85649285237291
1502,cus_267fa196-f86c-11e8-adff-4b1954edc165,2018-12-18,new_biz,72.490181209041211
251,cus_774f9200-218e-11e6-a996-f3fdc760b60f,2016-06-01,new_biz,64.474027983293354
1806,3,2019-05-17,new_biz,246.1158
1807,4,2019-05-17,new_biz,119.88048492434413
949,cus_91f61f50-028a-11e8-867a-f7c2249ba37f,2018-02-13,new_biz,298.91324840728777
1884,41,2019-06-23,new_biz,246.33
833,cus_38d2eb1c-da88-11e7-add5-6fae61274164,2017-12-01,new_biz,61.059705017282475
834,cus_d6f95796-da87-11e7-b5e1-6f97cc42e2fd,2017-12-01,new_biz,61.059705017282475
1803,2,2019-05-16,new_biz,112.56314746888832
1727,cus_884aa720-5ab6-11e9-90d3-1f72b84fd439,2019-04-09,new_biz,119.96000053871329
1728,cus_41517754-5ad9-11e9-9f74-4ff1692d983c,2019-04-09,new_biz,206.02348789915288
200,cus_0a208c5e-d1a0-11e5-9070-07d52a948a21,2016-02-12,new_biz,250.80736671116489
951,cus_388e5bb4-f121-11e7-91d9-2bed319b5266,2018-02-14,new_biz,190.20763938563567
1556,cus_1d73c2b8-0f81-11e9-b364-5fb41fcfc70a,2019-01-24,new_biz,246.14804736338897
1557,cus_28b3a7ae-1fbe-11e9-93d4-ffb9b9e3f1f7,2019-01-24,new_biz,408.35961057586235
1800,cus_5f53650c-76e8-11e9-b3b1-3fa725d5f1a2,2019-05-15,new_biz,167.92877547518344
1139,cus_173ed540-5ff0-11e8-88f0-ff87314a3620,2018-06-01,new_biz,112.45211982321166
1140,cus_749f88da-5788-11e8-9466-2fb355ca7fe4,2018-06-01,new_biz,321.0858
218,cus_cbfae442-dfc3-11e5-bd47-f7abb8cb59da,2016-03-21,new_biz,107.1
1886,42,2019-06-20,new_biz,125.07633973710819
885,cus_b106b720-a7ad-11e7-8827-53b9c3de8412,2018-01-03,new_biz,181.8558
1149,cus_e7b7f87c-52c2-11e8-b458-bb0e0db500ce,2018-06-08,new_biz,137.49713537403829
1151,cus_a1b9ee8e-6339-11e8-a78a-53d787a299df,2018-06-08,new_biz,112.45211982321166
1148,cus_f7155718-3a91-11e8-b3c5-635f84206d4c,2018-06-08,new_biz,257.04
463,cus_a220522c-ed1b-11e6-99f7-afc5a8a3abb8,2017-03-10,new_biz,137.33083880738079
465,cus_b4baa42a-e7b0-11e6-b2d3-9f1b7bb6fd86,2017-03-10,new_biz,85.239830983891522
99,cus_16420406-9d0a-11e5-b008-1b455d86480d,2015-09-17,new_biz,46.053
100,cus_7e4f9482-9d0a-11e5-bc1e-db319fa0022b,2015-09-17,new_biz,107.1
1550,cus_1f4ecb6c-8a81-11e8-ba1d-ab650877ed76,2019-01-21,new_biz,192.5658
1551,cus_8b7857f4-140b-11e9-bba6-5fb18e5e7eb3,2019-01-21,new_biz,122.82787563433111
1080,cus_5f0354fa-4dfd-11e8-a3d1-27121a74cbaf,2018-04-30,new_biz,942.19175777964676
1079,cus_d1ae0a52-4cb0-11e8-bd4d-97ad62dfc083,2018-04-30,new_biz,235.4058
1081,cus_487c7c0e-2254-11e8-bdf1-dfdfb341bbc0,2018-04-30,new_biz,212.058
1720,cus_10b3439e-5777-11e9-87ed-9b524acd8b83,2019-04-05,new_biz,654.89063488797854
1721,cus_33d147f2-3c1c-11e9-aaab-ffdbd809d8b9,2019-04-05,new_biz,480.80160536558429
1722,cus_85afe128-4cb1-11e9-b06a-fb94ca28b9ab,2019-04-05,new_biz,372.4938
1718,cus_83537f6a-4712-11e9-88ea-8734253e01e0,2019-04-04,new_biz,131.98004067285291
1719,cus_e1b613d6-570e-11e9-b22d-67c9d1f22578,2019-04-04,new_biz,360.60120402418823
1005,cus_baf812d0-17ef-11e8-ba33-33be19e8a39d,2018-03-23,new_biz,232.40902360362756
1007,cus_a41b73c6-e4c4-11e7-be64-8757ec3a1bab,2018-03-23,new_biz,321.3
1003,cus_ef95ae0a-0c0d-11e8-ab6e-87298400cf2b,2018-03-22,new_biz,78.08235210927613
1002,cus_435cd150-25fc-11e8-8b84-bfd1faf75eeb,2018-03-22,new_biz,77.4524571382686
1796,cus_3cc4b646-7317-11e9-b9bb-2bb1b1f2e4ad,2019-05-10,new_biz,120.12072637709834
412,cus_bfa74a5a-e6f7-11e6-b57b-975b638ea0cd,2017-02-01,new_biz,53.883588397259395
1715,cus_e1875b68-5588-11e9-b757-c716628d0274,2019-04-02,new_biz,333.7236
1716,cus_6abd0434-29a9-11e9-a3f2-4f283973efa5,2019-04-02,new_biz,147.3696
370,cus_f7612e4e-b249-11e6-8ef4-5b9c29f77f95,2016-12-12,new_biz,190.2979707528944
1711,cus_a63d185a-545b-11e9-a054-df74699e931e,2019-04-01,new_biz,418.29739666805835
1714,cus_8b455f74-6155-11e9-bd27-4f849db35875,2019-04-01,new_biz,119.96000053871329
1709,cus_4147b39c-5460-11e9-bd2f-03cec43621f8,2019-04-01,new_biz,223.13139178466045
1712,cus_061152f0-5781-11e9-a1d1-7785164135c7,2019-04-01,new_biz,153.12391761222324
1145,cus_80d9b7be-6256-11e8-8b15-3b2c26e885f2,2018-06-07,new_biz,74.884596496971682
1018,cus_f399c390-2938-11e8-ad34-dbd78ae369ae,2018-03-29,new_biz,176.48107418884959
347,cus_901132f2-8b11-11e6-929d-5f03add8da90,2016-11-09,new_biz,61.092273832285926
1015,cus_f916b002-0bf2-11e8-a70f-ab7f3ba184aa,2018-03-28,new_biz,182.540348242087
1016,cus_32a8d27e-059e-11e8-9fc5-cf2d8adeb7b9,2018-03-28,new_biz,284.06121242541388
97,cus_79c41abe-9d0a-11e5-b3e7-eb4011b2d29f,2015-09-14,new_biz,46.4814
374,cus_eacb3a2a-b259-11e6-926c-7f2cdcc8c2c1,2016-12-14,new_biz,54.102317028969487
767,cus_7edf042a-b7ff-11e7-9332-e7b24a7f3c52,2017-10-31,new_biz,104.92304405953176
1012,cus_b34cacaa-0b4f-11e8-9d32-bff1a0db3c64,2018-03-27,new_biz,234.76934630849246
1014,cus_3c17e93e-2d45-11e8-af0a-67fa8d58a98a,2018-03-27,new_biz,192.5658
840,cus_58613efe-d360-11e7-89fc-1bb826ff3978,2017-12-08,new_biz,76.20281629812068
956,cus_ad252544-e3d8-11e7-a19e-07ee7f213b77,2018-02-19,new_biz,63.834542772421806
98,cus_6d416530-9d0a-11e5-a1a1-43657a3bbef1,2015-09-16,new_biz,23.3478
1265,cus_cc9f8860-90e4-11e8-a0fb-d3d5c149d6e4,2018-08-16,new_biz,235.4058
1010,cus_4e24e5b0-011b-11e8-a398-3b3eb524ee33,2018-03-26,new_biz,397.9836
1212,cus_e575c446-89f8-11e8-b772-43566bfc5b03,2018-07-17,new_biz,382.1328
1215,cus_e04082f6-7010-11e8-b8f9-e7c364fb9f78,2018-07-17,new_biz,149.94
361,cus_6688bc62-abe5-11e6-81be-a3814b773b81,2016-11-24,new_biz,33.039167079821517
742,cus_8b2edf1c-4611-11e7-8d12-f3bcac9f6a4c,2017-10-17,new_biz,75.666690295597931
743,cus_4c087eb0-9ea9-11e7-9b64-6bd7a3a44a93,2017-10-17,new_biz,52.330039518413081
1064,cus_99c957ee-3f19-11e8-abb4-9f1684e1dee3,2018-04-26,new_biz,118.57467460815511
1066,cus_8ed73b08-43d8-11e8-8f26-1f77e03d4196,2018-04-26,new_biz,78.961754360441816
1069,cus_6c9b8652-1bf6-11e8-a2f6-278b8260b3aa,2018-04-26,new_biz,128.52
1130,cus_658fcfa6-6513-11e8-ba1b-5393b0f4e248,2018-05-31,new_biz,200.0628
1133,cus_850e88ae-5cf3-11e8-8404-03338236550c,2018-05-31,new_biz,278.96218368614228
1326,cus_be97be38-bd74-11e8-a933-afdb44bc47a4,2018-09-21,new_biz,84.275219434775408
1328,cus_16d59bde-b5d1-11e8-a9b1-1f88cf9aa6c8,2018-09-21,new_biz,74.368091035764053
1330,cus_97e31d7c-bce4-11e8-8aaa-8f54cc07f070,2018-09-21,new_biz,74.368091035764053
813,cus_05e30b3e-96e9-11e7-bc15-d3ebdd347b69,2017-11-22,new_biz,104.74380000000001
739,cus_62b94334-9796-11e7-8a2e-1f166526d8db,2017-10-16,new_biz,354.0391295101723
945,cus_62b8e0a0-01f5-11e8-bf4d-2b744b7b14da,2018-02-09,new_biz,267.34434525542162
335,cus_ae0d00a4-7f33-11e6-afe4-4b149d3f6220,2016-10-19,new_biz,83.3938953488372
1324,cus_b353f5b2-b696-11e8-a2bb-f36e1cdd22a4,2018-09-20,new_biz,303.093
1325,cus_fd77711c-b1ca-11e8-a2a0-e368e9a2ae27,2018-09-20,new_biz,74.368091035764053
1259,cus_bb8fdcb0-73c4-11e8-b102-772abb08b8bc,2018-08-14,new_biz,225.09020987603816
1261,cus_5f2a9462-9591-11e8-b23f-e717e154f206,2018-08-14,new_biz,112.41991572229269
995,cus_0fa0cde2-28ec-11e8-abba-f7067b58920f,2018-03-16,new_biz,78.08235210927613
225,cus_f8385e92-f7d6-11e5-aa34-7bb61713ce2e,2016-04-01,new_biz,78.9882910245283
226,cus_4b959866-f7e1-11e5-bc9a-0f0392d9d0ed,2016-04-01,new_biz,52.658860683018865
1345,cus_4074ce94-b2e9-11e5-b9bc-336ee60ddf18,2018-09-26,new_biz,155.1922441335243
1348,cus_d15d0e58-c57e-11e8-b6df-8b7834ef1fa8,2018-09-28,new_biz,106.05266057067313
104,cus_7ab0a884-9d0a-11e5-943c-775ceaa2bc4a,2015-09-21,new_biz,46.053
1341,cus_e26abaa8-c0b3-11e8-8ddd-3bdfd856f22c,2018-09-25,new_biz,161.1723176962378
1342,cus_e11e9eb2-c0ae-11e8-b626-3f530168543c,2018-09-25,new_biz,108.8136
1269,cus_62287dca-901c-11e8-a166-af83161747f3,2018-08-17,new_biz,112.41991572229269
1071,cus_42b65b06-4a2b-11e8-ad87-db01dd1c78f6,2018-04-27,new_biz,78.961754360441816
1074,cus_5357671e-38a8-11e8-a23e-a76a2bf6757a,2018-04-27,new_biz,78.961754360441816
1072,cus_623aa502-31f5-11e8-94ce-df1053e9aae3,2018-04-27,new_biz,460.3158
180,cus_9c39feca-9d09-11e5-bbf3-3f0622def2f3,2016-01-20,new_biz,236.73495852533205
240,cus_4eed342a-fa51-11e5-8a44-a3818de58ece,2016-05-10,new_biz,140.66707042109638
1335,cus_567011ca-bfef-11e8-a7e1-fb05e2573b51,2018-09-24,new_biz,70.225446814362726
1337,cus_4b7d5df2-6d80-11e8-8d68-4bae04e9a149,2018-09-24,new_biz,169.15926234976871
1431,cus_6bc05a4a-e294-11e8-b069-7f1f8125492f,2018-11-05,new_biz,130.63251437532671
675,cus_71a7d99c-3a2a-11e7-81f9-df8e9f9e2680,2017-09-01,new_biz,118.36593725660197
676,cus_b5579eb0-d9a5-11e6-bd8d-c31b45c3b556,2017-09-01,new_biz,296.48160322821974
1632,cus_61b69c62-28c1-11e9-abed-8bfc80e03fca,2019-02-28,new_biz,312.732
1634,cus_70ba870c-b164-11e8-b5df-832d3e0951f3,2019-02-28,new_biz,411.0498
1425,cus_cee1491e-ed8d-11e8-b2d3-f78ae10c8aea,2018-11-01,new_biz,475.3098
1427,cus_75d25ce6-dc1c-11e8-b9a6-43bc8ea283e5,2018-11-01,new_biz,179.7138
530,cus_aafd09c8-1df7-11e7-804f-afabd908e515,2017-05-11,new_biz,69.845718629254677
1989,99,2019-08-31,new_biz,342.5058
1628,cus_33312022-2954-11e9-8b61-43895fbbf642,2019-02-27,new_biz,294.23380048558192
1853,27,2019-06-17,new_biz,164.95735297409837
1854,28,2019-06-17,new_biz,269.49428014954447
1852,26,2019-06-17,new_biz,135.10140044224494
1496,cus_f3f4c2c2-ebf7-11e8-8d2b-c321f4e7cafc,2018-12-14,new_biz,72.490181209041211
1498,cus_b276ccd6-f242-11e8-9291-a38617fd06ab,2018-12-14,new_biz,107.1
332,cus_5ca87d28-aca2-11e6-b5a7-d3aff9d6526f,2016-10-13,new_biz,58.905
1436,cus_d7cc413a-6a5e-11e8-a77f-67f538caf385,2018-11-08,new_biz,899.4258
1624,cus_8e38b1a0-39b8-11e9-8b33-df7f92d8b530,2019-02-26,new_biz,207.50263484922371
1626,cus_290d2a86-0a24-11e9-b84b-d78ff1b103c5,2019-02-26,new_biz,142.8714
1494,cus_0fd23ee0-ee3f-11e8-9421-13fada9e1174,2018-12-13,new_biz,87.0367058663739
1795,cus_5bc9c34a-7332-11e9-a501-67e074d74b5c,2019-05-09,new_biz,288.04950185228176
1435,cus_536dfab0-e41a-11e8-ab54-cf1e9f9323af,2018-11-07,new_biz,169.41025519175025
359,cus_0216d062-7ffc-11e6-b5ba-df64d21b0038,2016-11-22,new_biz,83.593701827275581
822,cus_b39390ac-beec-11e7-a79e-4fb4951351ab,2017-11-26,new_biz,54.661086220027144
1794,cus_00bb5fec-6a52-11e9-8443-2bc9588a81e2,2019-05-08,new_biz,304.25886434075466
1793,cus_03a4f122-71c9-11e9-844c-e7636032466e,2019-05-08,new_biz,174.573
1546,cus_b1d4a602-1b02-11e9-ad0d-c7fc94998b92,2019-01-17,new_biz,257.04
1500,cus_b8d3c988-e8c6-11e8-883f-07695098e545,2018-12-15,new_biz,242.19963554458917
1702,cus_b6127528-2660-11e9-bca5-a77674d632e4,2019-03-30,new_biz,107.1
1704,cus_96e0620a-de7b-11e8-a5b6-07286fb6173c,2019-03-30,new_biz,121.57386849624199
1434,cus_c1cb0f64-93e5-11e8-9ee2-f7a52fcf8a75,2018-11-06,new_biz,96.70199116095614
827,cus_01b6fa00-c936-11e7-a6ee-b735eaf1ba0c,2017-11-28,new_biz,50.898300834656759
1848,25,2019-06-13,new_biz,671.33806442947014
258,cus_b7a3c8f8-32f0-11e6-933c-c788d0725ba7,2016-06-14,new_biz,147.00078380190882
221,cus_0c28295e-c5a6-11e5-97b2-3be8c1fb4041,2016-03-30,new_biz,39.806177181856924
222,cus_12cf4da4-e082-11e5-ae63-63401b76bb51,2016-03-30,new_biz,44.841484723470529
1787,cus_3c42223e-718d-11e9-9e0e-5f74b3978a04,2019-05-07,new_biz,66.787123865666672
1788,1,2019-05-07,new_biz,264.26559802961634
1790,cus_b0741354-4714-11e9-bd74-af5f16921aa9,2019-05-07,new_biz,96.14110912072185
1618,cus_f186e9f0-407e-11e7-811a-8f7c8f867d52,2019-02-22,new_biz,140.74183456560334
1545,cus_8ecfef8c-d6c3-11e8-bd0e-5b149d238578,2019-01-15,new_biz,122.82787563433111
586,cus_b8e2dffe-4bc9-11e7-a338-63db5a56f36a,2017-06-29,new_biz,192.78
1846,24,2019-06-12,new_biz,123.80760000000001
1786,cus_329535b2-7027-11e9-9a68-cfe7f59b6c1a,2019-05-06,new_biz,310.3758
1485,cus_53294056-15e2-11e9-9f0f-bb8cfc949d6b,2018-12-03,new_biz,481.95
1487,cus_c9e00868-dd1d-11e8-9e8c-cfdcf641622d,2018-12-04,new_biz,76.8978
1488,cus_08f3ae84-ed76-11e8-ad1d-0b4ab6f3b30c,2018-12-04,new_biz,87.0367058663739
259,cus_f1c39068-33b3-11e6-aa47-1716dcbfa083,2016-06-16,new_biz,77.36883357995201
260,cus_79804d94-1045-11e6-90e1-4faa09ec3db6,2016-06-16,new_biz,128.94805596658671
576,cus_a64e6bc6-5270-11e7-a29c-4be9b15f2485,2017-06-26,new_biz,64.519667587537
1843,21,2019-06-11,new_biz,95.905437775638589
1844,22,2019-06-11,new_biz,165.19711656853747
1783,cus_a6170b50-72fc-11e9-9ab4-1fe1c6cbec1d,2019-05-03,new_biz,342.103828721976
205,cus_7074b258-c3fb-11e5-a251-7b38119988b6,2016-02-24,new_biz,125.40368335558244
206,cus_5ba15c06-daf2-11e5-a96f-2b8a70ed5e3f,2016-02-24,new_biz,40.129178673786384
1840,19,2019-06-10,new_biz,257.04
223,cus_92d35502-f731-11e5-ab9b-a70a7bea8fe7,2016-03-31,new_biz,124.39430369330289
224,cus_9c69d826-e9f7-11e5-8d9c-5bf09d13142d,2016-03-31,new_biz,39.806177181856924
44,cus_5a599082-9d0a-11e5-bede-6f982c8f1918,2015-06-01,new_biz,249.96942484159266
299,cus_36429648-3c34-11e6-aa18-e74e607159ff,2016-08-31,new_biz,62.361382757397912
282,cus_78b576ac-5233-11e6-bc41-5bf9efd708e1,2016-07-25,new_biz,131.9165622769369
533,cus_34256f6c-25da-11e7-8a29-9736339a574f,2017-05-18,new_biz,57.834
1771,cus_ce7efdc2-6cdb-11e9-b892-1f2d02dfc1ad,2019-05-01,new_biz,65.826158054649881
1773,cus_fb25cf04-6d94-11e9-902f-3bb654f914ed,2019-05-01,new_biz,195.24019403296472
1775,cus_5deba4de-6da8-11e9-a058-0f80f9e52d60,2019-05-01,new_biz,146.6396307114542
1778,cus_77409546-72ff-11e9-9651-6b68a5f8af22,2019-05-01,new_biz,192.3516
1774,cus_c1563774-7338-11e9-89a6-f3c49f8dc71f,2019-05-01,new_biz,240.7608
1780,cus_a9878c50-6cea-11e9-a6bb-d7c833c5e075,2019-05-02,new_biz,411.0498
626,cus_61b75954-7931-11e7-a85b-4f8ff76a0e03,2017-07-31,new_biz,492.66
1540,cus_9d0b9b8a-f484-11e8-a42d-13a9404fdf18,2019-01-10,new_biz,98.2130708979922
1541,cus_b7c78cc6-fed0-11e8-9203-47b726cf51ec,2019-01-10,new_biz,122.82787563433111
404,cus_492ee134-d1cc-11e6-8257-6baebf1ec794,2017-01-25,new_biz,51.781696262617281
1419,cus_3e9b753a-e38a-11e8-ae83-cb6c069bf69e,2018-10-31,new_biz,248.34134113223314
1420,cus_4d16a0c0-c8e2-11e8-9c33-2b4db2ad42ee,2018-10-31,new_biz,290.17351440998846
1423,cus_51039c12-d39e-11e8-b72a-afae7d4a9946,2018-10-31,new_biz,208.56695216210571
568,cus_0ea1eed2-50f0-11e7-ae11-47be3ae2ea52,2017-06-21,new_biz,171.36
570,cus_5166c0f0-575b-11e7-93df-3bb02234bd9b,2017-06-22,new_biz,108.09451771195566
1414,cus_a8a90cda-d2eb-11e8-9ccc-37b7cdf88800,2018-10-30,new_biz,85.68
1412,cus_5bbd7376-d222-11e8-8cad-ef4452084599,2018-10-30,new_biz,89.243785251723423
930,cus_f37cdf2e-0a83-11e8-b170-472ec2584934,2018-02-01,new_biz,185.91810582467849
931,cus_f1dce814-e70e-11e7-8723-236ec9ce489c,2018-02-01,new_biz,81.502030363983621
932,cus_cfc49e18-bfca-11e7-8b75-9be64d125b79,2018-02-01,new_biz,212.51583197985428
382,cus_2d1016a4-ccee-11e6-8ee4-87fa2b4aeca6,2016-12-28,new_biz,522.796622947512
723,cus_2fa68998-8e4a-11e7-b2b8-ab677009c2dc,2017-10-01,new_biz,183.81255087120977
724,cus_7d778956-75ef-11e7-b29c-ef70f65c07ff,2017-10-01,new_biz,75.666690295597931
990,cus_07f3b1b2-f7ba-11e7-af21-87086a7a2384,2018-03-15,new_biz,182.540348242087
991,cus_48feb8ba-0c4a-11e8-b9d1-2f3b1b170660,2018-03-15,new_biz,116.99295566874818
322,cus_55f279c6-7fc9-11e6-9157-1bdc420ae063,2016-09-28,new_biz,80.132881416803215
754,cus_b24d09ec-bd77-11e7-a57c-636b62191c66,2017-10-23,new_biz,131.21954633009108
1033,cus_461eada4-30f7-11e8-a87b-27c4238ba478,2018-04-11,new_biz,78.961754360441816
727,cus_206927bc-9866-11e7-97cc-0fa1d396834c,2017-10-03,new_biz,113.62656837031263
239,cus_7179b462-fa35-11e5-b336-e3bda4d0c99c,2016-05-04,new_biz,133.41551695959117
1902,49,2019-07-12,new_biz,299.6658
1926,64,2019-07-12,new_biz,364.75831279039386
1915,57,2019-07-19,new_biz,182.07
1985,95,2019-08-29,new_biz,310.3758
1191,cus_e8f25ad6-7d45-11e8-b4e7-3733949e8ce0,2018-06-30,new_biz,175.06465870027827
1042,cus_457c3a16-2ddb-11e8-ab04-0b0e556f0bb4,2018-04-16,new_biz,184.5962083543439
1043,cus_4228c122-069e-11e8-91ed-0f3dfca90ed0,2018-04-16,new_biz,337.766166645502
1044,cus_8f544bd8-38e9-11e8-a437-5b8b83c5a7a8,2018-04-16,new_biz,118.57467460815511
1675,cus_d9b8bb78-4fb8-11e9-80cc-73146fd0e99f,2019-03-21,new_biz,243.63500700649695
1930,67,2019-07-17,new_biz,179.928
976,cus_a60f4074-f598-11e7-bfc1-13fac00d0d45,2018-03-01,new_biz,464.1714
977,cus_fe471fb4-9ed1-11e7-bbb7-63af4d9a40ee,2018-03-01,new_biz,182.540348242087
1603,cus_8d4edd24-322d-11e9-ae4f-4b6ada1d3a02,2019-02-11,new_biz,363.9258
1982,92,2019-08-28,new_biz,111.384
1983,93,2019-08-28,new_biz,152.65344603031198
1984,94,2019-08-28,new_biz,117.5958
145,cus_a3abc732-9f58-11e5-9097-cf0618169569,2015-11-10,new_biz,125.57707119797828
1253,cus_741ff076-9184-11e8-a9b7-fb5fbb56dcfe,2018-08-10,new_biz,250.12805302131494
942,cus_27d269b2-a38a-11e7-a987-bf81b341d88c,2018-02-06,new_biz,51.408
1053,cus_4ef82f06-4469-11e8-b700-b714bf226513,2018-04-20,new_biz,290.230662348246
1054,cus_a58ff318-4710-11e8-b065-7b1036a297a2,2018-04-20,new_biz,78.961754360441816
1055,cus_8c7cdf6c-4864-11e8-9f2d-f727f428c5b1,2018-04-20,new_biz,680.54996985571427
1056,cus_7fb1e840-3c93-11e8-a5d9-43875c72bfbb,2018-04-20,new_biz,76.995133761626235
272,cus_f4909a50-3ea5-11e6-91c8-f31bd8553f99,2016-06-30,new_biz,56.737144625298143
164,cus_78a7e5ca-9f21-11e5-ad5a-27cbd0718396,2015-12-11,new_biz,615.94209983230962
1241,cus_fd7bd302-7f92-11e8-b644-a7f6da7d9f23,2018-08-01,new_biz,112.41991572229269
1242,cus_1e56d136-a477-11e8-87e5-975326b6605e,2018-08-01,new_biz,179.928
439,cus_124625da-f2c2-11e6-9679-67e89115966a,2017-02-22,new_biz,342.5058
1245,cus_36d29494-845a-11e8-a0d9-8726a9b2d232,2018-08-03,new_biz,107.1
796,cus_261436c4-b04f-11e7-beb8-1ff04cf2e974,2017-11-14,new_biz,57.834
1988,98,2019-08-20,new_biz,165.99510899637585
1321,cus_6df8f852-c2f1-11e8-aa3d-d33f12311ff3,2018-09-18,new_biz,230.9076
1322,cus_df8a0c3c-116b-11e8-ae52-a77c861ef65b,2018-09-18,new_biz,74.368091035764053
1686,cus_55db02e8-5062-11e9-b3ed-abc8dec7e993,2019-03-27,new_biz,374.75467763885683
1688,cus_2a704baa-43d7-11e9-abec-f72827d7a095,2019-03-27,new_biz,361.40102346976948
869,cus_8e7fbf40-dc31-11e7-9351-7fc893072883,2017-12-24,new_biz,203.0616
1681,cus_7c133cd6-2af7-11e9-9d20-2b8c06577172,2019-03-25,new_biz,555.24418096780653
237,cus_ca7d3f24-11c9-11e6-962c-b7950c27d032,2016-05-01,new_biz,133.41551695959117
238,cus_b0d90628-e87b-11e6-93ea-cf96f1257ee0,2016-05-01,new_biz,171.92641940356228
1409,cus_a236f9e6-c6f4-11e8-8987-2ff11b2620b1,2018-10-29,new_biz,74.32838938792564
1246,cus_03b82838-88df-11e8-aa46-73e37ef6c873,2018-08-07,new_biz,80.64674397859055
229,cus_792ef76a-013f-11e6-8f04-077b1dbe861f,2016-04-13,new_biz,131.64715170754715
230,cus_63141bf8-eb47-11e5-a880-a3e7585f72ae,2016-04-13,new_biz,131.64715170754715
1406,cus_16e426f2-d3e2-11e8-ab16-3f8275b6e945,2018-10-28,new_biz,89.243785251723423
1834,18,2019-06-03,new_biz,642.6
1862,32,2019-06-03,new_biz,275.72813360496093
873,cus_e2778f96-e655-11e7-b635-8b0b7d543ecb,2017-12-26,new_biz,50.84050752485026
1050,cus_8565b4c6-43d5-11e8-868f-4b4a2a34e3d4,2018-04-19,new_biz,76.995133761626235
1051,cus_bf40c8a0-313a-11e8-b668-cff95971f0c2,2018-04-19,new_biz,192.5658
244,cus_48ba91b4-2635-11e6-a567-87e7fa43c5d6,2016-05-24,new_biz,140.66707042109638
731,cus_6167805a-9c86-11e7-8644-b7655c846f91,2017-10-06,new_biz,183.81255087120977
217,cus_56f3cc38-f641-11e5-8e19-4bb88fe264f6,2016-03-18,new_biz,497.57721477321155
704,cus_d47f4dc8-9e45-11e7-a653-cf79b36153e4,2017-09-24,new_biz,74.7558
1658,cus_d7381c92-3b75-11e9-a99e-77861ef0c563,2019-03-13,new_biz,242.90410198547747
859,cus_cbec0a9e-0f42-11e7-b25a-df597128d22f,2017-12-20,new_biz,107.1
1466,cus_d51d6764-e32d-11e8-b3fe-afda37c0d0fa,2018-11-26,new_biz,76.8978
1976,88,2019-08-23,new_biz,157.6512
177,cus_400e4bbe-a58e-11e5-a3c8-2b51021d8285,2016-01-13,new_biz,76.188145594052344
1110,cus_f662f7a8-3cd0-11e8-aa76-5f29eebca8d8,2018-05-22,new_biz,348.075
1100,cus_c71059c4-2e10-11e8-b371-d7356227ce8e,2018-05-15,new_biz,235.4058
1101,cus_d9fd482e-64b3-11e8-91c6-e72d6e91c081,2018-05-15,new_biz,237.5478
470,cus_f4d7cf94-0b1c-11e7-9a31-5ba90ff6ad0f,2017-03-17,new_biz,58.9575497638583
1829,16,2019-05-31,new_biz,162.16298060908272
1831,17,2019-05-31,new_biz,189.31026477030696
1460,cus_73743d8c-b6ad-11e8-af07-2b33242348c0,2018-11-22,new_biz,87.007555956850254
1827,14,2019-05-29,new_biz,192.3516
1828,15,2019-05-29,new_biz,2266.9183481885993
803,cus_8812a32a-cc05-11e7-bc52-dfaee0dddb57,2017-11-18,new_biz,513.8658
315,cus_dfaf1bf6-7358-11e6-ba60-dbd46d2218eb,2016-09-19,new_biz,139.0158
245,cus_8409e2f8-20ca-11e6-973e-ff0394557b3d,2016-05-30,new_biz,143.02143418068172
246,cus_ea714eae-2648-11e6-83ac-136a00293bec,2016-05-30,new_biz,133.41551695959117
1183,cus_49389f00-7476-11e8-a47f-f7c9a811f9d2,2018-06-29,new_biz,74.884596496971682
1184,cus_d6baffb6-6806-11e8-ae7d-5760bb0880d0,2018-06-29,new_biz,112.45211982321166
1186,cus_4f3946d4-7dfe-11e8-9811-931d713485b5,2018-06-29,new_biz,378.94452045004391
340,cus_0aaceea8-83fa-11e6-aeb6-2f6242b00752,2016-10-24,new_biz,277.97965116279073
341,cus_fc3aeb6c-80ad-11e6-9cf6-ab85c0219106,2016-10-24,new_biz,21.42
1887,43,2019-07-04,new_biz,140.64730139616256
479,cus_054efcbc-0f00-11e7-8862-5f0eefe67040,2017-03-29,new_biz,128.52
1882,40,2019-06-30,new_biz,221.697
1876,39,2019-06-30,new_biz,298.3806
1980,90,2019-08-27,new_biz,139.0158
1981,91,2019-08-27,new_biz,272.72817859028993
1986,96,2019-08-27,new_biz,255.65302306115873
749,cus_57674f4c-b5a2-11e7-a80f-8fe4f3b9fb08,2017-10-20,new_biz,166.77039767491317
862,cus_595b0fe6-d90b-11e7-b1eb-db3b575900e0,2017-12-21,new_biz,76.61843319951052
1231,cus_2cf42a32-9166-11e8-bee8-5f5412133146,2018-07-27,new_biz,250.42223522527794
1232,cus_4e20cf74-8a92-11e8-869a-dbf64e0572ee,2018-07-27,new_biz,74.951199531889984
1233,cus_ce49776a-7bc8-11e8-bdc2-6b631554624c,2018-07-27,new_biz,235.4058
1610,cus_d8386b50-15ab-11e9-870f-4f973b38a604,2019-02-13,new_biz,245.19483373798494
